﻿choose_trial,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,session_trait,key_resp_5.keys,key_resp_5.rt,slider_face_judge.response,slider_face_judge.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,isCheck,answer,check_question,participant,session,date,expName,psychopyVersion,OS,frameRate,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,session_serial,slider_judge_img
,,,,,,,,7,2.9491,space,1.1854,0,18,18,51,1,58,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.016666667,2.2754,space,0.1872,0,19,19,0,1,1,image/1.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.677778117,1.643,space,0.1774,0,20,20,37,1,38,image/38.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.61111145,1.3189,space,0.0474,0,21,21,43,1,44,image/44.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.022222392,3.1501,space,0.2361,0,22,22,21,1,22,image/22.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.505555725,2.251,space,0.0868,0,23,23,31,1,32,image/32.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.977778117,1.9768,space,0.1739,0,24,24,11,1,12,image/12.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.422222392,1.9692,space,0.3357,0,25,25,45,1,46,image/46.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1,1.8429,space,0.2008,0,26,26,13,1,14,image/14.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.716666667,1.669,space,0.0952,0,27,27,47,1,48,image/48.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.022222392,1.6863,space,0.2841,0,28,28,23,1,24,image/24.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.994444784,2.1708,space,0.3897,0,29,29,35,1,36,image/36.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.95,1.5892,space,0.1338,0,30,30,2,1,3,image/3.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.11111145,1.196,space,0.0738,0,31,31,17,1,18,image/18.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.983333333,1.6524,space,0.0741,0,32,32,46,1,47,image/47.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.5,1.3076,space,0.0457,0,33,33,5,1,6,image/6.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.416666667,1.337,space,0.0599,0,34,34,22,1,23,image/23.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.927778117,2.0516,space,0.087,0,35,35,34,1,35,image/35.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.477778117,1.7053,space,0.0691,0,36,36,42,1,43,image/43.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.533333333,1.9677,space,0.1392,0,37,37,18,1,19,image/19.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.405555725,2.0388,space,0.0935,0,38,38,1,1,2,image/2.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.255555725,1.9854,space,0.1625,0,39,39,8,1,9,image/9.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.705555725,1.6847,space,0.0734,0,40,40,4,1,5,image/5.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.022222392,2.4715,space,0.2342,0,41,41,14,1,15,image/15.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.433333333,1.3547,space,0.1004,0,42,42,16,1,17,image/17.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.988889058,2.4708,space,0.0967,0,43,43,3,1,4,image/4.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.005555725,1.602,space,0.2085,0,44,44,24,1,25,image/25.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.572222392,1.3641,space,0.0707,0,45,45,33,1,34,image/34.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.6,1.2423,space,0.1053,0,46,46,19,1,20,image/20.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.016666667,2.202,space,0.3196,0,47,47,30,1,31,image/31.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.05,1.6273,space,0.1851,0,48,48,6,1,7,image/7.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.638889058,1.9079,space,0.1398,0,49,49,32,1,33,image/33.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.577778117,2.0522,space,0.3129,0,50,50,49,1,50,image/50.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.077778117,1.623,space,0.0942,0,51,51,48,1,49,image/49.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.26111145,1.6616,space,0.1055,0,52,52,9,1,10,image/10.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,0,2,2,3,1,3,friendly.png
,,,,,competent,space,10.0364,2.994444784,1.4672,space,0.5987,0,0,0,15,1,16,image/16.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.644444784,1.5846,space,0.6355,0,1,1,37,1,38,image/38.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.722222392,1.5274,space,0.1555,0,2,2,47,1,48,image/48.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.961111196,1.2355,space,0.3617,0,3,3,17,1,18,image/18.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.972222392,1.5799,space,0.2496,0,4,4,43,1,44,image/44.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.96111145,1.8371,space,0.4168,0,5,5,2,1,3,image/3.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.938889058,2.2508,space,0.1104,0,6,6,22,1,23,image/23.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.316666667,1.551,space,0.4448,0,7,7,23,1,24,image/24.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.96111145,1.872,space,0.2346,0,8,8,25,1,26,image/26.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.066666667,2.7822,space,0.1181,0,9,9,12,1,13,image/13.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.038889058,1.7671,space,0.134,0,10,10,45,1,46,image/46.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.533333333,2.0044,space,0.1739,0,11,11,40,1,41,image/41.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.938889058,1.4092,space,0.1354,0,12,12,26,1,27,image/27.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.516666667,1.8206,space,0.0541,0,13,13,7,1,8,image/8.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.16111145,1.8363,space,0.356,0,14,14,4,1,5,image/5.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.022222392,2.7666,space,0.1252,0,15,15,18,1,19,image/19.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.216666667,1.5221,space,0.2335,0,16,16,38,1,39,image/39.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.438889058,1.8275,space,0.0761,0,17,17,6,1,7,image/7.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.016666667,1.5894,space,0.0904,0,18,18,31,1,32,image/32.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.138889058,1.5535,space,0.0618,0,19,19,30,1,31,image/31.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.416666667,1.2897,space,0.3008,0,20,20,0,1,1,image/1.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.866666667,1.7184,space,0.0697,0,21,21,39,1,40,image/40.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.738889058,1.5177,space,0.0943,0,22,22,10,1,11,image/11.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.005555725,1.7076,space,0.4495,0,23,23,14,1,15,image/15.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.527778117,1.9456,space,0.1612,0,24,24,33,1,34,image/34.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.494444529,1.5277,space,0.1113,0,25,25,16,1,17,image/17.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.022222392,1.8107,space,0.2353,0,26,26,13,1,14,image/14.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.138889058,1.3996,space,0.1169,0,27,27,11,1,12,image/12.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.461111196,1.4051,space,0.1276,0,28,28,19,1,20,image/20.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.555555725,2.1354,space,0.2373,0,29,29,3,1,4,image/4.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.516666667,1.7562,space,0.1242,0,30,30,34,1,35,image/35.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.027777863,1.6018,space,0.2949,0,31,31,24,1,25,image/25.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.516666667,1.7186,space,0.4332,0,32,32,32,1,33,image/33.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1,2.7093,space,1.1203,0,33,33,52,1,55,image/fill_img.png,1,1,请将滑块完全移动到<左边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,7,2.6137,space,0.6877,0,34,34,50,1,61,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.26111145,1.5785,space,0.453,0,35,35,5,1,6,image/6.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.166666667,1.6184,space,0.2679,0,36,36,35,1,36,image/36.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.277778117,2.0676,space,0.3503,0,37,37,46,1,47,image/47.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.588889058,1.8534,space,0.1832,0,38,38,1,1,2,image/2.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.988889058,2.1213,space,0.2423,0,39,39,9,1,10,image/10.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.994444784,1.5888,space,0.0908,0,40,40,49,1,50,image/50.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.605555725,2.1526,space,0.1383,0,41,41,28,1,29,image/29.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.672222392,2.2429,space,0.1669,0,42,42,27,1,28,image/28.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.577778117,1.1358,space,0.1933,0,43,43,44,1,45,image/45.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.016666667,2.6426,space,0.735,0,44,44,36,1,37,image/37.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.966666667,2.3396,space,0.2421,0,45,45,41,1,42,image/42.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.477778117,3.77,space,0.3166,0,46,46,48,1,49,image/49.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.41111145,2.5223,space,0.25,0,47,47,8,1,9,image/9.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.438889058,1.3025,space,0.2003,0,48,48,21,1,22,image/22.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4,2.0275,space,0.2179,0,49,49,29,1,30,image/30.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.633333333,1.3524,space,0.1496,0,50,50,20,1,21,image/21.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,7,2.674,space,0.7748,0,51,51,51,1,58,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.1,1.4165,space,0.1885,0,52,52,42,1,43,image/43.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,0,3,3,1,1,1,competent.png
